filter,till,till_date,fert_comp,spr_fert,fert_date,sum_fert,fert_app,cover,TN_mean,TN_min,TN_max,TDP_mean,TDP_min,TDP_max,CY_mean,CY_min,CY_max
0,Till,1-Apr,28-10-10,0,1-Feb,500,Injection,Winter Rye,38.38310016,9.003517119,86.27959127,2.937777265,1.129963163,5.518279663,3.416841976,1.277707454,4.310955843
1,Till,1-Apr,28-10-10,0,1-Feb,500,Injection,Winter Rye,22.41942511,5.025630398,80.74287564,1.756259582,0.461829731,3.92152354,3.416841976,1.277707454,4.310955843
3,Till,1-Apr,28-10-10,0,1-Feb,500,Injection,Winter Rye,21.00861922,4.725015145,80.74287564,1.607570036,0.301226789,3.92152354,3.416841976,1.277707454,4.310955843
5,Till,1-Apr,28-10-10,0,1-Feb,500,Injection,Winter Rye,20.44474917,4.545995579,80.74287564,1.574778591,0.285504682,3.92152354,3.416841976,1.277707454,4.310955843
0,Till,1-Apr,28-10-10,0,1-May,500,Injection,Winter Rye,38.38310016,9.003517119,86.27959127,2.937777265,1.129963163,5.518279663,3.416841976,1.277707454,4.310955843
1,Till,1-Apr,28-10-10,0,1-May,500,Injection,Winter Rye,22.41942511,5.025630398,80.74287564,1.756259582,0.461829731,3.92152354,3.416841976,1.277707454,4.310955843
3,Till,1-Apr,28-10-10,0,1-May,500,Injection,Winter Rye,21.00861922,4.725015145,80.74287564,1.607570036,0.301226789,3.92152354,3.416841976,1.277707454,4.310955843
5,Till,1-Apr,28-10-10,0,1-May,500,Injection,Winter Rye,20.44474917,4.545995579,80.74287564,1.574778591,0.285504682,3.92152354,3.416841976,1.277707454,4.310955843
0,Till,1-Apr,28-10-10,0,1-Feb,500,Broadcast,Winter Rye,38.7237273,9.003517122,86.27959127,3.160161477,1.528732254,5.518279663,3.416841976,1.277707454,4.310955843
1,Till,1-Apr,28-10-10,0,1-Feb,500,Broadcast,Winter Rye,22.53292785,5.025630398,80.74287564,1.847399782,0.658612841,3.92152354,3.416841976,1.277707454,4.310955843
3,Till,1-Apr,28-10-10,0,1-Feb,500,Broadcast,Winter Rye,21.1284088,4.725015145,80.74287564,1.745036515,0.557151018,3.92152354,3.416841976,1.277707454,4.310955843
5,Till,1-Apr,28-10-10,0,1-Feb,500,Broadcast,Winter Rye,20.55274531,4.545995579,80.74287564,1.704378915,0.522594398,3.92152354,3.416841976,1.277707454,4.310955843
0,Till,1-Apr,28-10-10,0,1-May,500,Broadcast,Winter Rye,38.7237273,9.003517122,86.27959127,3.160161477,1.528732254,5.518279663,3.416841976,1.277707454,4.310955843
1,Till,1-Apr,28-10-10,0,1-May,500,Broadcast,Winter Rye,22.53292785,5.025630398,80.74287564,1.847399782,0.658612841,3.92152354,3.416841976,1.277707454,4.310955843
3,Till,1-Apr,28-10-10,0,1-May,500,Broadcast,Winter Rye,21.1284088,4.725015145,80.74287564,1.745036515,0.557151018,3.92152354,3.416841976,1.277707454,4.310955843
5,Till,1-Apr,28-10-10,0,1-May,500,Broadcast,Winter Rye,20.55274531,4.545995579,80.74287564,1.704378915,0.522594398,3.92152354,3.416841976,1.277707454,4.310955843
0,Till,1-Apr,28-10-10,0,1-Feb,500,Injection,None,38.38310016,9.003517122,86.27959127,2.937777265,1.129963163,5.518279663,3.416841976,1.277707454,4.310955843
1,Till,1-Apr,28-10-10,0,1-Feb,500,Injection,None,22.41942511,5.025630398,80.74287564,1.756259582,0.461829731,3.92152354,3.416841976,1.277707454,4.310955843
3,Till,1-Apr,28-10-10,0,1-Feb,500,Injection,None,21.00861922,4.725015145,80.74287564,1.607570036,0.301226789,3.92152354,3.416841976,1.277707454,4.310955843
5,Till,1-Apr,28-10-10,0,1-Feb,500,Injection,None,20.44474917,4.545995579,80.74287564,1.574778591,0.285504682,3.92152354,3.416841976,1.277707454,4.310955843
0,Till,1-Apr,28-10-10,0,1-May,500,Injection,None,38.38310016,9.003517122,86.27959127,2.937777265,1.129963163,5.518279663,3.416841976,1.277707454,4.310955843
1,Till,1-Apr,28-10-10,0,1-May,500,Injection,None,22.41942511,5.025630398,80.74287564,1.756259582,0.461829731,3.92152354,3.416841976,1.277707454,4.310955843
3,Till,1-Apr,28-10-10,0,1-May,500,Injection,None,21.00861922,4.725015145,80.74287564,1.607570036,0.301226789,3.92152354,3.416841976,1.277707454,4.310955843
5,Till,1-Apr,28-10-10,0,1-May,500,Injection,None,20.44474917,4.545995579,80.74287564,1.574778591,0.285504682,3.92152354,3.416841976,1.277707454,4.310955843
0,Till,1-Apr,28-10-10,0,1-Feb,500,Broadcast,None,38.7237273,9.003517122,86.27959127,3.160161477,1.528732254,5.518279663,3.416841976,1.277707454,4.310955843
1,Till,1-Apr,28-10-10,0,1-Feb,500,Broadcast,None,22.53292785,5.025630398,80.74287564,1.847399782,0.658612841,3.92152354,3.416841976,1.277707454,4.310955843
3,Till,1-Apr,28-10-10,0,1-Feb,500,Broadcast,None,21.1284088,4.725015145,80.74287564,1.745036515,0.557151018,3.92152354,3.416841976,1.277707454,4.310955843
5,Till,1-Apr,28-10-10,0,1-Feb,500,Broadcast,None,20.55274531,4.545995579,80.74287564,1.704378915,0.522594398,3.92152354,3.416841976,1.277707454,4.310955843
0,Till,1-Apr,28-10-10,0,1-May,500,Broadcast,None,38.7237273,9.003517122,86.27959127,3.160161477,1.528732254,5.518279663,3.416841976,1.277707454,4.310955843
1,Till,1-Apr,28-10-10,0,1-May,500,Broadcast,None,22.53292785,5.025630398,80.74287564,1.847399782,0.658612841,3.92152354,3.416841976,1.277707454,4.310955843
3,Till,1-Apr,28-10-10,0,1-May,500,Broadcast,None,21.1284088,4.725015145,80.74287564,1.745036515,0.557151018,3.92152354,3.416841976,1.277707454,4.310955843
5,Till,1-Apr,28-10-10,0,1-May,500,Broadcast,None,20.55274531,4.545995579,80.74287564,1.704378915,0.522594398,3.92152354,3.416841976,1.277707454,4.310955843
0,No Till,NA,28-10-10,125,1-May,250,Injection,Winter Rye,29.47163083,7.71858596,59.80923858,2.032006173,0.897739805,3.920020464,3.416737538,1.218546103,4.310560995
1,No Till,NA,28-10-10,125,1-May,250,Injection,Winter Rye,17.24063988,4.392570787,52.44526575,1.240398467,0.366715591,2.821024672,3.416737538,1.218546103,4.310560995
3,No Till,NA,28-10-10,125,1-May,250,Injection,Winter Rye,16.07346967,4.121040757,52.44526575,1.1344231,0.239904241,2.821024672,3.416737538,1.218546103,4.310560995
5,No Till,NA,28-10-10,125,1-May,250,Injection,Winter Rye,15.64008828,4.018826203,52.44526575,1.112279074,0.227267995,2.821024672,3.416737538,1.218546103,4.310560995
0,No Till,NA,28-10-10,125,1-May,250,Injection,None,29.47163083,7.71858596,59.80923858,2.032006173,0.897739805,3.920020464,3.416737538,1.218546103,4.310560995
1,No Till,NA,28-10-10,125,1-May,250,Injection,None,17.24063988,4.392570787,52.44526575,1.240398467,0.366715591,2.821024672,3.416737538,1.218546103,4.310560995
3,No Till,NA,28-10-10,125,1-May,250,Injection,None,16.07346967,4.121040757,52.44526575,1.1344231,0.239904241,2.821024672,3.416737538,1.218546103,4.310560995
5,No Till,NA,28-10-10,125,1-May,250,Injection,None,15.64008828,4.018826203,52.44526575,1.112279074,0.227267995,2.821024672,3.416737538,1.218546103,4.310560995
0,Till,15-Apr,28-10-10,125,1-May,250,Injection,Winter Rye,29.07847782,7.294058691,58.33609508,1.916369699,0.897739805,3.545261235,3.416337996,1.21848154,4.310216046
1,Till,15-Apr,28-10-10,125,1-May,250,Injection,Winter Rye,17.15453251,4.227187588,51.19923623,1.182056133,0.366715591,2.453056891,3.416337996,1.21848154,4.310216046
3,Till,15-Apr,28-10-10,125,1-May,250,Injection,Winter Rye,16.02638092,3.989938011,51.19923623,1.081533276,0.239904241,2.453056891,3.416337996,1.21848154,4.310216046
5,Till,15-Apr,28-10-10,125,1-May,250,Injection,Winter Rye,15.61030044,3.898111675,51.19923623,1.061395478,0.227267995,2.453056891,3.416337996,1.21848154,4.310216046
0,Till,15-Apr,28-10-10,125,1-May,250,Injection,None,29.07847782,7.294058692,58.33609508,1.916369699,0.897739805,3.545261235,3.416337996,1.21848154,4.310216046
1,Till,15-Apr,28-10-10,125,1-May,250,Injection,None,17.1545325,4.227187588,51.19923623,1.182056133,0.366715591,2.453056891,3.416337996,1.21848154,4.310216046
3,Till,15-Apr,28-10-10,125,1-May,250,Injection,None,16.02638092,3.989938011,51.19923623,1.081533276,0.239904241,2.453056891,3.416337996,1.21848154,4.310216046
5,Till,15-Apr,28-10-10,125,1-May,250,Injection,None,15.61030044,3.898111676,51.19923623,1.061395478,0.227267995,2.453056891,3.416337996,1.21848154,4.310216046
0,Till,1-Apr,28-10-10,125,1-May,250,Injection,Winter Rye,29.07917591,7.295295228,58.30196286,1.912298736,0.897739805,3.531111115,3.416180352,1.218473121,4.310004851
1,Till,1-Apr,28-10-10,125,1-May,250,Injection,Winter Rye,17.15396913,4.22760449,51.18265083,1.179909633,0.366715591,2.443554957,3.416180352,1.218473121,4.310004851
3,Till,1-Apr,28-10-10,125,1-May,250,Injection,Winter Rye,16.02625679,3.989865358,51.18265083,1.079469147,0.239904241,2.443554957,3.416180352,1.218473121,4.310004851
5,Till,1-Apr,28-10-10,125,1-May,250,Injection,Winter Rye,15.6075896,3.898510305,51.18265083,1.059440509,0.227267995,2.443554957,3.416180352,1.218473121,4.310004851
0,Till,1-Apr,28-10-10,125,1-May,250,Injection,None,29.07917591,7.295295229,58.30196286,1.912298736,0.897739805,3.531111115,3.416180352,1.218473121,4.310004851
1,Till,1-Apr,28-10-10,125,1-May,250,Injection,None,17.15396913,4.22760449,51.18265083,1.179909633,0.366715591,2.443554957,3.416180352,1.218473121,4.310004851
3,Till,1-Apr,28-10-10,125,1-May,250,Injection,None,16.02625679,3.989865358,51.18265083,1.079469147,0.239904241,2.443554957,3.416180352,1.218473121,4.310004851
5,Till,1-Apr,28-10-10,125,1-May,250,Injection,None,15.6075896,3.898510305,51.18265083,1.059440509,0.227267995,2.443554957,3.416180352,1.218473121,4.310004851
0,No Till,NA,28-10-10,500,1-May,0,Injection,Winter Rye,30.17851047,7.523493296,65.01431159,1.696018532,0.771657915,2.879782163,3.413309221,1.153687048,4.31220824
1,No Till,NA,28-10-10,500,1-May,0,Injection,Winter Rye,18.51091613,4.752802971,48.19810653,1.119839767,0.457079831,1.960399536,3.413309221,1.153687048,4.31220824
3,No Till,NA,28-10-10,500,1-May,0,Injection,Winter Rye,17.16927154,4.512116667,46.50270584,1.013983454,0.298516559,1.943067385,3.413309221,1.153687048,4.31220824
5,No Till,NA,28-10-10,500,1-May,0,Injection,Winter Rye,16.74993651,4.422084586,45.77386894,0.998670352,0.282754932,1.935984729,3.413309221,1.153687048,4.31220824
0,No Till,NA,28-10-10,500,1-May,0,Injection,None,30.17851047,7.523493296,65.01431159,1.696018532,0.771657915,2.879782163,3.413309221,1.153687048,4.31220824
1,No Till,NA,28-10-10,500,1-May,0,Injection,None,18.51091613,4.752802971,48.19810653,1.119839767,0.457079831,1.960399536,3.413309221,1.153687048,4.31220824
3,No Till,NA,28-10-10,500,1-May,0,Injection,None,17.16927154,4.512116667,46.50270584,1.013983454,0.298516559,1.943067385,3.413309221,1.153687048,4.31220824
5,No Till,NA,28-10-10,500,1-May,0,Injection,None,16.74993651,4.422084586,45.77386894,0.998670352,0.282754932,1.935984729,3.413309221,1.153687048,4.31220824
0,Till,15-Apr,28-10-10,500,1-May,0,Injection,Winter Rye,29.76709659,7.099048844,64.79421306,1.659592589,0.747381649,2.879782163,3.412997825,1.153597452,4.311893622
1,Till,15-Apr,28-10-10,500,1-May,0,Injection,Winter Rye,18.38165819,4.586346264,48.07445374,1.100215405,0.457079831,1.960712161,3.412997825,1.153597452,4.311893622
3,Till,15-Apr,28-10-10,500,1-May,0,Injection,Winter Rye,17.07734282,4.379837877,46.42053834,0.996143135,0.298516559,1.943810621,3.412997825,1.153597452,4.311893622
5,Till,15-Apr,28-10-10,500,1-May,0,Injection,Winter Rye,16.67410763,4.300281555,45.6981598,0.981462097,0.282754932,1.936716463,3.412997825,1.153597452,4.311893622
0,Till,15-Apr,28-10-10,500,1-May,0,Injection,None,29.76709659,7.099048844,64.79421306,1.659592589,0.74738165,2.879782163,3.412997825,1.153597452,4.311893622
1,Till,15-Apr,28-10-10,500,1-May,0,Injection,None,18.38165819,4.586346264,48.07445374,1.100215405,0.457079831,1.960712161,3.412997825,1.153597452,4.311893622
3,Till,15-Apr,28-10-10,500,1-May,0,Injection,None,17.07734282,4.379837877,46.42053834,0.996143135,0.298516559,1.943810621,3.412997825,1.153597452,4.311893622
5,Till,15-Apr,28-10-10,500,1-May,0,Injection,None,16.67410763,4.300281555,45.6981598,0.981462097,0.282754932,1.936716463,3.412997825,1.153597452,4.311893622
0,Till,1-Apr,28-10-10,500,1-May,0,Injection,Winter Rye,29.76335373,7.09988894,64.80194724,1.657711002,0.746945593,2.879782163,3.412859082,1.153585465,4.311693521
1,Till,1-Apr,28-10-10,500,1-May,0,Injection,Winter Rye,18.38242665,4.586647073,48.08402263,1.099191403,0.457079831,1.959893172,3.412859082,1.153585465,4.311693521
3,Till,1-Apr,28-10-10,500,1-May,0,Injection,Winter Rye,17.07709458,4.379951775,46.42443934,0.995145814,0.298516559,1.94293735,3.412859082,1.153585465,4.311693521
5,Till,1-Apr,28-10-10,500,1-May,0,Injection,Winter Rye,16.67239961,4.300639508,45.70373558,0.98049774,0.282754932,1.936057112,3.412859082,1.153585465,4.311693521
0,Till,1-Apr,28-10-10,500,1-May,0,Injection,None,29.76335373,7.09988894,64.80194724,1.657711002,0.746945593,2.879782163,3.412859082,1.153585465,4.311693521
1,Till,1-Apr,28-10-10,500,1-May,0,Injection,None,18.38242665,4.586647073,48.08402263,1.099191403,0.457079831,1.959893172,3.412859082,1.153585465,4.311693521
3,Till,1-Apr,28-10-10,500,1-May,0,Injection,None,17.07709458,4.379951775,46.42443934,0.995145814,0.298516559,1.94293735,3.412859082,1.153585465,4.311693521
5,Till,1-Apr,28-10-10,500,1-May,0,Injection,None,16.67239961,4.300639508,45.70373558,0.98049774,0.282754932,1.936057112,3.412859082,1.153585465,4.311693521
0,No Till,NA,28-10-10,500,1-Feb,125,Injection,Winter Rye,45.44887332,6.550971112,94.63968716,2.526976755,1.10995956,3.977975295,3.4075986,1.164137093,4.31220824
1,No Till,NA,28-10-10,500,1-Feb,125,Injection,Winter Rye,27.78585,3.942480411,73.93316596,1.60147125,0.578050309,2.741618285,3.4075986,1.164137093,4.31220824
3,No Till,NA,28-10-10,500,1-Feb,125,Injection,Winter Rye,25.80799361,3.727450127,72.20858314,1.444594569,0.391177177,2.692206438,3.4075986,1.164137093,4.31220824
5,No Till,NA,28-10-10,500,1-Feb,125,Injection,Winter Rye,25.16811406,3.649194146,71.43685539,1.419654322,0.370617244,2.672094553,3.4075986,1.164137093,4.31220824
0,No Till,NA,28-10-10,500,1-Feb,125,Injection,None,45.44887332,6.550971112,94.63968716,2.526976755,1.10995956,3.977975295,3.4075986,1.164137093,4.31220824
1,No Till,NA,28-10-10,500,1-Feb,125,Injection,None,27.78585,3.942480411,73.93316596,1.60147125,0.578050309,2.741618285,3.4075986,1.164137093,4.31220824
3,No Till,NA,28-10-10,500,1-Feb,125,Injection,None,25.80799361,3.727450127,72.20858314,1.444594569,0.391177177,2.692206438,3.4075986,1.164137093,4.31220824
5,No Till,NA,28-10-10,500,1-Feb,125,Injection,None,25.16811406,3.649194146,71.43685539,1.419654322,0.370617244,2.672094553,3.4075986,1.164137093,4.31220824
0,No Till,NA,28-10-10,250,1-Feb,250,Broadcast,Winter Rye,47.88527123,7.361454475,101.8064037,3.479319034,1.705172904,6.251415531,3.407354304,1.219676901,4.31220824
1,No Till,NA,28-10-10,250,1-Feb,250,Broadcast,Winter Rye,27.82079967,4.211517528,83.71870233,2.008605404,0.695582645,4.592570152,3.407354304,1.219676901,4.31220824
3,No Till,NA,28-10-10,250,1-Feb,250,Broadcast,Winter Rye,26.02829341,3.956473777,83.71870233,1.891768574,0.588494431,4.592570152,3.407354304,1.219676901,4.31220824
5,No Till,NA,28-10-10,250,1-Feb,250,Broadcast,Winter Rye,25.27457324,3.861118921,83.71870233,1.845753641,0.551874653,4.592570152,3.407354304,1.219676901,4.31220824
0,Till,15-Apr,28-10-10,500,1-Feb,125,Injection,Winter Rye,45.07813303,6.127411824,93.1208943,2.419793388,1.021457541,3.977975295,3.407280692,1.16401332,4.311893622
1,Till,15-Apr,28-10-10,500,1-Feb,125,Injection,Winter Rye,27.73014044,3.778200938,74.32785331,1.546659833,0.578050309,2.698572202,3.407280692,1.16401332,4.311893622
3,Till,15-Apr,28-10-10,500,1-Feb,125,Injection,Winter Rye,25.79535425,3.597393517,72.79116527,1.394718262,0.391177177,2.655409616,3.407280692,1.16401332,4.311893622
5,Till,15-Apr,28-10-10,500,1-Feb,125,Injection,Winter Rye,25.17014518,3.529501717,72.09916909,1.371659244,0.370617244,2.63739439,3.407280692,1.16401332,4.311893622
0,Till,15-Apr,28-10-10,500,1-Feb,125,Injection,None,45.07813303,6.127411825,93.1208943,2.419793388,1.021457541,3.977975295,3.407280692,1.16401332,4.311893622
1,Till,15-Apr,28-10-10,500,1-Feb,125,Injection,None,27.73014044,3.778200938,74.32785331,1.546659833,0.578050309,2.698572202,3.407280692,1.16401332,4.311893622
3,Till,15-Apr,28-10-10,500,1-Feb,125,Injection,None,25.79535425,3.597393516,72.79116527,1.394718262,0.391177177,2.655409616,3.407280692,1.16401332,4.311893622
5,Till,15-Apr,28-10-10,500,1-Feb,125,Injection,None,25.17014518,3.529501717,72.09916909,1.371659244,0.370617244,2.63739439,3.407280692,1.16401332,4.311893622
0,No Till,NA,28-10-10,1000,1-Feb,0,Injection,Winter Rye,72.90474692,6.137069058,179.7437388,3.394455287,1.326130445,6.427438068,3.407183335,1.158425786,4.31220824
1,No Till,NA,28-10-10,1000,1-Feb,0,Injection,Winter Rye,44.84826944,4.043071878,138.7615684,2.204108978,0.881597398,4.0839197,3.407183335,1.158425786,4.31220824
3,No Till,NA,28-10-10,1000,1-Feb,0,Injection,Winter Rye,41.53551852,3.762913191,135.177101,1.970834022,0.602357923,4.037144011,3.407183335,1.158425786,4.31220824
5,No Till,NA,28-10-10,1000,1-Feb,0,Injection,Winter Rye,40.48675616,3.665086245,133.5914237,1.939721038,0.570581343,4.018133092,3.407183335,1.158425786,4.31220824
0,No Till,NA,28-10-10,1000,1-Feb,0,Injection,None,72.90474692,6.137069058,179.7437388,3.394455287,1.326130445,6.427438068,3.407183335,1.158425786,4.31220824
1,No Till,NA,28-10-10,1000,1-Feb,0,Injection,None,44.84826944,4.043071878,138.7615684,2.204108978,0.881597398,4.0839197,3.407183335,1.158425786,4.31220824
3,No Till,NA,28-10-10,1000,1-Feb,0,Injection,None,41.53551852,3.762913191,135.177101,1.970834022,0.602357923,4.037144011,3.407183335,1.158425786,4.31220824
5,No Till,NA,28-10-10,1000,1-Feb,0,Injection,None,40.48675616,3.665086245,133.5914237,1.939721038,0.570581343,4.018133092,3.407183335,1.158425786,4.31220824
0,Till,1-Apr,28-10-10,500,1-Feb,125,Injection,Winter Rye,45.08842617,6.128637979,93.13748668,2.415501633,1.020669521,3.977975295,3.407139389,1.163990405,4.311693521
1,Till,1-Apr,28-10-10,500,1-Feb,125,Injection,Winter Rye,27.73569913,3.778727897,74.35913288,1.544476613,0.578050309,2.696268088,3.407139389,1.163990405,4.311693521
3,Till,1-Apr,28-10-10,500,1-Feb,125,Injection,Winter Rye,25.79911132,3.597414987,72.81922583,1.392593904,0.391177177,2.653356381,3.407139389,1.163990405,4.311693521
5,Till,1-Apr,28-10-10,500,1-Feb,125,Injection,Winter Rye,25.17459956,3.529880618,72.13151167,1.369577042,0.370617244,2.635557569,3.407139389,1.163990405,4.311693521
0,Till,1-Apr,28-10-10,500,1-Feb,125,Injection,None,45.08842617,6.12863798,93.13748668,2.415501633,1.020669521,3.977975295,3.407139389,1.163990405,4.311693521
1,Till,1-Apr,28-10-10,500,1-Feb,125,Injection,None,27.73569913,3.778727896,74.35913288,1.544476613,0.578050309,2.696268088,3.407139389,1.163990405,4.311693521
3,Till,1-Apr,28-10-10,500,1-Feb,125,Injection,None,25.79911132,3.597414987,72.81922583,1.392593904,0.391177177,2.653356381,3.407139389,1.163990405,4.311693521
5,Till,1-Apr,28-10-10,500,1-Feb,125,Injection,None,25.17459956,3.529880618,72.13151167,1.369577042,0.370617244,2.635557569,3.407139389,1.163990405,4.311693521
0,No Till,NA,28-10-10,250,1-May,125,Injection,Winter Rye,27.16052429,7.242852436,52.26737562,1.668063794,0.831655099,2.991491326,3.407069162,1.161680637,4.31220824
1,No Till,NA,28-10-10,250,1-May,125,Injection,Winter Rye,16.19701212,4.284767851,42.22497439,1.055138449,0.365491179,2.081079142,3.407069162,1.161680637,4.31220824
3,No Till,NA,28-10-10,250,1-May,125,Injection,Winter Rye,15.06636264,4.037459593,42.22497439,0.962329213,0.239204695,2.081079142,3.407069162,1.161680637,4.31220824
5,No Till,NA,28-10-10,250,1-May,125,Injection,Winter Rye,14.68064695,3.944943033,42.22497439,0.945437084,0.226521861,2.081079142,3.407069162,1.161680637,4.31220824
0,No Till,NA,28-10-10,250,1-May,125,Injection,None,27.16052429,7.242852436,52.26737562,1.668063794,0.831655099,2.991491326,3.407069162,1.161680637,4.31220824
1,No Till,NA,28-10-10,250,1-May,125,Injection,None,16.19701212,4.284767851,42.22497439,1.055138449,0.365491179,2.081079142,3.407069162,1.161680637,4.31220824
3,No Till,NA,28-10-10,250,1-May,125,Injection,None,15.06636264,4.037459593,42.22497439,0.962329213,0.239204695,2.081079142,3.407069162,1.161680637,4.31220824
5,No Till,NA,28-10-10,250,1-May,125,Injection,None,14.68064695,3.944943033,42.22497439,0.945437084,0.226521861,2.081079142,3.407069162,1.161680637,4.31220824
0,Till,15-Apr,28-10-10,250,1-Feb,250,Broadcast,Winter Rye,47.50508448,6.937897795,100.2314184,3.19091305,1.48296111,5.468208335,3.406904923,1.219615851,4.311893622
1,Till,15-Apr,28-10-10,250,1-Feb,250,Broadcast,Winter Rye,27.82234715,4.046510786,82.62385969,1.865317126,0.695582645,3.852721554,3.406904923,1.219615851,4.311893622
3,Till,15-Apr,28-10-10,250,1-Feb,250,Broadcast,Winter Rye,26.07637472,3.82569891,82.62385969,1.761310356,0.588494431,3.852721554,3.406904923,1.219615851,4.311893622
5,Till,15-Apr,28-10-10,250,1-Feb,250,Broadcast,Winter Rye,25.34022784,3.741213946,82.62385969,1.720434671,0.551874653,3.852721554,3.406904923,1.219615851,4.311893622
0,Till,15-Apr,28-10-10,250,1-Feb,250,Broadcast,None,47.50508448,6.937897795,100.2314184,3.19091305,1.48296111,5.468208335,3.406904923,1.219615851,4.311893622
1,Till,15-Apr,28-10-10,250,1-Feb,250,Broadcast,None,27.82234715,4.046510785,82.62385969,1.865317126,0.695582645,3.852721554,3.406904923,1.219615851,4.311893622
3,Till,15-Apr,28-10-10,250,1-Feb,250,Broadcast,None,26.07637472,3.82569891,82.62385969,1.761310356,0.588494431,3.852721554,3.406904923,1.219615851,4.311893622
5,Till,15-Apr,28-10-10,250,1-Feb,250,Broadcast,None,25.34022784,3.741213946,82.62385969,1.720434671,0.551874653,3.852721554,3.406904923,1.219615851,4.311893622
0,Till,15-Apr,28-10-10,1000,1-Feb,0,Injection,Winter Rye,72.53789454,5.713588737,178.0759147,3.286918808,1.233863683,6.427438068,3.406891413,1.158339535,4.311893622
1,Till,15-Apr,28-10-10,1000,1-Feb,0,Injection,Winter Rye,44.90672861,3.839258797,140.7279636,2.148418168,0.881597398,4.055197125,3.406891413,1.158339535,4.311893622
3,Till,15-Apr,28-10-10,1000,1-Feb,0,Injection,Winter Rye,41.65314092,3.602976185,137.6007514,1.91994162,0.602357923,4.000984878,3.406891413,1.158339535,4.311893622
5,Till,15-Apr,28-10-10,1000,1-Feb,0,Injection,Winter Rye,40.62588739,3.518478951,136.2032685,1.89066633,0.570581343,3.984125278,3.406891413,1.158339535,4.311893622
0,Till,15-Apr,28-10-10,1000,1-Feb,0,Injection,None,72.53789454,5.713588737,178.0759147,3.286918808,1.233863683,6.427438068,3.406891413,1.158339535,4.311893622
1,Till,15-Apr,28-10-10,1000,1-Feb,0,Injection,None,44.90672861,3.839258797,140.7279636,2.148418168,0.881597398,4.055197125,3.406891413,1.158339535,4.311893622
3,Till,15-Apr,28-10-10,1000,1-Feb,0,Injection,None,41.65314092,3.602976185,137.6007514,1.91994162,0.602357923,4.000984878,3.406891413,1.158339535,4.311893622
5,Till,15-Apr,28-10-10,1000,1-Feb,0,Injection,None,40.62588739,3.518478951,136.2032685,1.89066633,0.570581343,3.984125278,3.406891413,1.158339535,4.311893622
0,Till,1-Apr,28-10-10,1000,1-Feb,0,Injection,Winter Rye,72.57049404,5.714372861,178.2793583,3.282109157,1.232203247,6.427438068,3.406755586,1.15831623,4.311693521
1,Till,1-Apr,28-10-10,1000,1-Feb,0,Injection,Winter Rye,44.9192989,3.839405424,140.8499906,2.145922542,0.881597398,4.055197125,3.406755586,1.15831623,4.311693521
3,Till,1-Apr,28-10-10,1000,1-Feb,0,Injection,Winter Rye,41.66398441,3.603096944,137.7123487,1.917616941,0.602357923,3.998695439,3.406755586,1.15831623,4.311693521
5,Till,1-Apr,28-10-10,1000,1-Feb,0,Injection,Winter Rye,40.63582551,3.518767749,136.3286016,1.888388581,0.570581343,3.981890151,3.406755586,1.15831623,4.311693521
0,Till,1-Apr,28-10-10,1000,1-Feb,0,Injection,None,72.57049404,5.714372861,178.2793583,3.282109157,1.232203247,6.427438068,3.406755586,1.15831623,4.311693521
1,Till,1-Apr,28-10-10,1000,1-Feb,0,Injection,None,44.9192989,3.839405424,140.8499906,2.145922542,0.881597398,4.055197125,3.406755586,1.15831623,4.311693521
3,Till,1-Apr,28-10-10,1000,1-Feb,0,Injection,None,41.66398441,3.603096944,137.7123487,1.917616941,0.602357923,3.998695439,3.406755586,1.15831623,4.311693521
5,Till,1-Apr,28-10-10,1000,1-Feb,0,Injection,None,40.63582551,3.518767749,136.3286016,1.888388581,0.570581343,3.981890151,3.406755586,1.15831623,4.311693521
0,Till,1-Apr,28-10-10,250,1-Feb,250,Broadcast,Winter Rye,47.51612608,6.939144964,100.2526913,3.181847228,1.480870683,5.439761786,3.406753618,1.21960654,4.311693521
1,Till,1-Apr,28-10-10,250,1-Feb,250,Broadcast,Winter Rye,27.82369183,4.047003896,82.62131149,1.860723098,0.695582645,3.835428602,3.406753618,1.21960654,4.311693521
3,Till,1-Apr,28-10-10,250,1-Feb,250,Broadcast,Winter Rye,26.07811547,3.825725855,82.62131149,1.757146277,0.588494431,3.835428602,3.406753618,1.21960654,4.311693521
5,Till,1-Apr,28-10-10,250,1-Feb,250,Broadcast,Winter Rye,25.34203363,3.74145008,82.62131149,1.716261958,0.551874653,3.835428602,3.406753618,1.21960654,4.311693521
0,Till,1-Apr,28-10-10,250,1-Feb,250,Broadcast,None,47.51612608,6.939144964,100.2526913,3.181847228,1.480870683,5.439761786,3.406753618,1.21960654,4.311693521
1,Till,1-Apr,28-10-10,250,1-Feb,250,Broadcast,None,27.82369183,4.047003896,82.62131149,1.860723098,0.695582645,3.835428602,3.406753618,1.21960654,4.311693521
3,Till,1-Apr,28-10-10,250,1-Feb,250,Broadcast,None,26.07811547,3.825725854,82.62131149,1.757146277,0.588494431,3.835428602,3.406753618,1.21960654,4.311693521
5,Till,1-Apr,28-10-10,250,1-Feb,250,Broadcast,None,25.34203363,3.74145008,82.62131149,1.716261958,0.551874653,3.835428602,3.406753618,1.21960654,4.311693521
