filter,tilling,tilling_date,NP_ratio,spring_fertilizer,spring_fertilizer_date,summer_fertilizer,fertilizer_injection,cover_crop,scenario,management_template,TN,TP,TDP,crop_yield
20,TRUE,15,dairy_fr,0,2,0,       inject,TRUE,24,management_schedule_4.txt,6.59327208742832,0.848671770503032,0.390567301117418,7.180466125
0,TRUE,1,26_13_00,140.11,2,0,       inject,TRUE,25,management_schedule_4.txt,18.2634142073079,2.50646675717376,1.41445754688469,8.991428625
100,TRUE,1,26_13_00,140.11,2,0,       inject,TRUE,26,management_schedule_4.txt,9.14311021540571,1.24560983778116,0.767771416561442,8.991428625
33.33333,TRUE,1,26_13_00,140.11,2,0,       inject,TRUE,27,management_schedule_4.txt,8.46459048356423,1.1813399730701,0.725620921588193,8.991428625
20,TRUE,1,26_13_00,140.11,2,0,       inject,TRUE,28,management_schedule_4.txt,8.1773485144383,1.15466390717403,0.707420521979018,8.991428625
0,TRUE,15,26_13_00,140.11,2,0,       inject,TRUE,29,management_schedule_4.txt,18.2395858593866,2.50909546070567,1.42264705940203,8.99376175
100,TRUE,15,26_13_00,140.11,2,0,       inject,TRUE,30,management_schedule_4.txt,9.13586182557944,1.2479600288882,0.772043424482739,8.99376175
33.33333,TRUE,15,26_13_00,140.11,2,0,       inject,TRUE,31,management_schedule_4.txt,8.46014733985486,1.18335782833533,0.729571747590284,8.99376175
20,TRUE,15,26_13_00,140.11,2,0,       inject,TRUE,32,management_schedule_4.txt,8.17190135675688,1.1564951894544,0.711206550544425,8.99376175
0,TRUE,1,28_10_10,140.11,2,0,       inject,TRUE,33,management_schedule_4.txt,18.5101681627509,2.39638034769505,1.30445716301694,9.07213
100,TRUE,1,28_10_10,140.11,2,0,       inject,TRUE,34,management_schedule_4.txt,9.28557463871756,1.17877627089243,0.700886186214594,9.07213
33.33333,TRUE,1,28_10_10,140.11,2,0,       inject,TRUE,35,management_schedule_4.txt,8.59642236623261,1.11708247155399,0.661445258178223,9.07213
20,TRUE,1,28_10_10,140.11,2,0,       inject,TRUE,36,management_schedule_4.txt,8.30516847213034,1.09160470416794,0.64447288137422,9.07213
0,TRUE,15,28_10_10,140.11,2,0,       inject,TRUE,37,management_schedule_4.txt,18.5003929124782,2.39978530710847,1.31379975338387,9.07421975
100,TRUE,15,28_10_10,140.11,2,0,       inject,TRUE,38,management_schedule_4.txt,9.27872623049994,1.180734720196,0.704867646177003,9.07421975
33.33333,TRUE,15,28_10_10,140.11,2,0,       inject,TRUE,39,management_schedule_4.txt,8.59174031560461,1.11891758971119,0.665166660372851,9.07421975
20,TRUE,15,28_10_10,140.11,2,0,       inject,TRUE,40,management_schedule_4.txt,8.29875083425712,1.09325060318325,0.648002979297486,9.07421975
0,TRUE,1,dairy_fr,140.11,2,0,       inject,TRUE,41,management_schedule_4.txt,15.2960283544037,2.04031280651636,0.919248996272917,7.369639
100,TRUE,1,dairy_fr,140.11,2,0,       inject,TRUE,42,management_schedule_4.txt,7.49279517010949,0.96224223273258,0.473848876818718,7.369639
33.33333,TRUE,1,dairy_fr,140.11,2,0,       inject,TRUE,43,management_schedule_4.txt,6.93273580171933,0.910246605570914,0.444690107497324,7.369639
20,TRUE,1,dairy_fr,140.11,2,0,       inject,TRUE,44,management_schedule_4.txt,6.69826055645498,0.88878604275551,0.432136930863139,7.369639
0,TRUE,15,dairy_fr,140.11,2,0,       inject,TRUE,45,management_schedule_4.txt,15.2789874001042,2.04190234540725,0.926149368605612,7.37221125
100,TRUE,15,dairy_fr,140.11,2,0,       inject,TRUE,46,management_schedule_4.txt,7.48704536434866,0.963460307135173,0.477018966662136,7.37221125
33.33333,TRUE,15,dairy_fr,140.11,2,0,       inject,TRUE,47,management_schedule_4.txt,6.92725321739144,0.911253805232903,0.447609643485203,7.37221125
20,TRUE,15,dairy_fr,140.11,2,0,       inject,TRUE,48,management_schedule_4.txt,6.69321328661965,0.889805471914029,0.434952983458362,7.37221125
0,TRUE,1,26_13_00,280.21,2,0,       inject,TRUE,49,management_schedule_4.txt,21.7725977624471,3.03429750667375,1.92602596847293,9.584744125
100,TRUE,1,26_13_00,280.21,2,0,       inject,TRUE,50,management_schedule_4.txt,11.0513883596678,1.5623024979049,1.0780441355141,9.584744125
33.33333,TRUE,1,26_13_00,280.21,2,0,       inject,TRUE,51,management_schedule_4.txt,10.2335100473648,1.48418196334518,1.02257040572634,9.584744125
20,TRUE,1,26_13_00,280.21,2,0,       inject,TRUE,52,management_schedule_4.txt,9.88584934672354,1.45115584655586,0.998332305557679,9.584744125
0,TRUE,15,26_13_00,280.21,2,0,       inject,TRUE,53,management_schedule_4.txt,21.7559080335815,3.04084706099664,1.93737299586653,9.585713
100,TRUE,15,26_13_00,280.21,2,0,       inject,TRUE,54,management_schedule_4.txt,11.0452664807146,1.56580119203408,1.08345141554935,9.585713
33.33333,TRUE,15,26_13_00,280.21,2,0,       inject,TRUE,55,management_schedule_4.txt,10.2288470542157,1.48691801797909,1.02710509398854,9.585713
20,TRUE,15,26_13_00,280.21,2,0,       inject,TRUE,56,management_schedule_4.txt,9.87927231355748,1.45445719763846,1.00331600142656,9.585713
0,TRUE,1,28_10_10,280.21,2,0,       inject,TRUE,57,management_schedule_4.txt,22.2697436665627,2.81749976136888,1.7060340647878,9.616510625
100,TRUE,1,28_10_10,280.21,2,0,       inject,TRUE,58,management_schedule_4.txt,11.3226424248091,1.42900726412831,0.943518400479791,9.616510625
33.33333,TRUE,1,28_10_10,280.21,2,0,       inject,TRUE,59,management_schedule_4.txt,10.4871951380285,1.35609164268369,0.893491743954656,9.616510625
20,TRUE,1,28_10_10,280.21,2,0,       inject,TRUE,60,management_schedule_4.txt,10.130448767371,1.32571557057493,0.871777842025221,9.616510625
0,TRUE,15,28_10_10,280.21,2,0,       inject,TRUE,61,management_schedule_4.txt,22.2469847922371,2.82330317520389,1.71707794348153,9.61721275
100,TRUE,15,28_10_10,280.21,2,0,       inject,TRUE,62,management_schedule_4.txt,11.3179681465318,1.43163188674557,0.948073818705853,9.61721275
33.33333,TRUE,15,28_10_10,280.21,2,0,       inject,TRUE,63,management_schedule_4.txt,10.4810877202513,1.35870294572569,0.89777180029022,9.61721275
20,TRUE,15,28_10_10,280.21,2,0,       inject,TRUE,64,management_schedule_4.txt,10.1248030321031,1.32843047514814,0.876286074318196,9.61721275
0,TRUE,1,dairy_fr,280.21,2,0,       inject,TRUE,65,management_schedule_4.txt,15.5239276209709,2.10095506734546,0.986728508867071,7.552435375
100,TRUE,1,dairy_fr,280.21,2,0,       inject,TRUE,66,management_schedule_4.txt,7.60823088605905,0.999631392143165,0.514605797687837,7.552435375
33.33333,TRUE,1,dairy_fr,280.21,2,0,       inject,TRUE,67,management_schedule_4.txt,7.03839546821606,0.946082294744455,0.483777168398784,7.552435375
20,TRUE,1,dairy_fr,280.21,2,0,       inject,TRUE,68,management_schedule_4.txt,6.79988277547287,0.923971525942952,0.470437016094554,7.552435375
0,TRUE,15,dairy_fr,280.21,2,0,       inject,TRUE,69,management_schedule_4.txt,15.5058048983887,2.10166030831063,0.993095775493859,7.55484925
100,TRUE,15,dairy_fr,280.21,2,0,       inject,TRUE,70,management_schedule_4.txt,7.60378776423323,1.00091774217821,0.517931858242462,7.55484925
33.33333,TRUE,15,dairy_fr,280.21,2,0,       inject,TRUE,71,management_schedule_4.txt,7.03414515018433,0.947211672316367,0.486768387156565,7.55484925
20,TRUE,15,dairy_fr,280.21,2,0,       inject,TRUE,72,management_schedule_4.txt,6.79491782131084,0.925100475065227,0.47333837652578,7.55484925
0,TRUE,1,26_13_00,560.43,2,0,       inject,TRUE,73,management_schedule_4.txt,26.8269880864814,3.98856645179033,2.86943151279121,9.666816875
100,TRUE,1,26_13_00,560.43,2,0,       inject,TRUE,74,management_schedule_4.txt,13.9573957920948,2.1478090295547,1.65948562717228,9.666816875
33.33333,TRUE,1,26_13_00,560.43,2,0,       inject,TRUE,75,management_schedule_4.txt,12.9545324378544,2.04494894632772,1.57969281101381,9.666816875
20,TRUE,1,26_13_00,560.43,2,0,       inject,TRUE,76,management_schedule_4.txt,12.525219469614,2.00278893278765,1.54624141117302,9.666816875
0,TRUE,15,26_13_00,560.43,2,0,       inject,TRUE,77,management_schedule_4.txt,26.8019556644003,3.9985853720778,2.88424157200688,9.6672655
100,TRUE,15,26_13_00,560.43,2,0,       inject,TRUE,78,management_schedule_4.txt,13.9476963458598,2.15283251747079,1.66642405097622,9.6672655
33.33333,TRUE,15,26_13_00,560.43,2,0,       inject,TRUE,79,management_schedule_4.txt,12.9468699788581,2.04977553227968,1.58610335724399,9.6672655
20,TRUE,15,26_13_00,560.43,2,0,       inject,TRUE,80,management_schedule_4.txt,12.5192464792775,2.00723158970839,1.55244768590528,9.6672655
0,TRUE,1,28_10_10,560.43,2,0,       inject,TRUE,81,management_schedule_4.txt,27.5413730876528,3.56331521611547,2.44418027711636,9.666816875
100,TRUE,1,28_10_10,560.43,2,0,       inject,TRUE,82,management_schedule_4.txt,14.3752691415754,1.88503534731042,1.39671194492799,9.666816875
33.33333,TRUE,1,28_10_10,560.43,2,0,       inject,TRUE,83,management_schedule_4.txt,13.3485066583209,1.79279630702096,1.32754017170705,9.666816875
20,TRUE,1,28_10_10,560.43,2,0,       inject,TRUE,84,management_schedule_4.txt,12.9085068109176,1.7550886255853,1.29854110397067,9.666816875
0,TRUE,15,28_10_10,560.43,2,0,       inject,TRUE,85,management_schedule_4.txt,27.512596115106,3.57160552047081,2.45726172039989,9.6672655
100,TRUE,15,28_10_10,560.43,2,0,       inject,TRUE,86,management_schedule_4.txt,14.3654332042792,1.88912241843032,1.40271395193575,9.6672655
33.33333,TRUE,15,28_10_10,560.43,2,0,       inject,TRUE,87,management_schedule_4.txt,13.3404608349048,1.79696193179644,1.33328975676075,9.6672655
20,TRUE,15,28_10_10,560.43,2,0,       inject,TRUE,88,management_schedule_4.txt,12.9017078921762,1.75835605432622,1.30357215052311,9.6672655
0,TRUE,1,dairy_fr,560.43,2,0,       inject,TRUE,89,management_schedule_4.txt,15.9778103777167,2.21972820331635,1.11774390778111,7.8914275
100,TRUE,1,dairy_fr,560.43,2,0,       inject,TRUE,90,management_schedule_4.txt,7.84378800406103,1.07235702444264,0.593026871423426,7.8914275
33.33333,TRUE,1,dairy_fr,560.43,2,0,       inject,TRUE,91,management_schedule_4.txt,7.25403837657953,1.01560063339402,0.558778947056156,7.8914275
20,TRUE,1,dairy_fr,560.43,2,0,       inject,TRUE,92,management_schedule_4.txt,7.00405316012984,0.992190004385445,0.543943220138249,7.8914275
0,TRUE,15,dairy_fr,560.43,2,0,       inject,TRUE,93,management_schedule_4.txt,15.9615501146214,2.2214212743098,1.1253380650758,7.893440125
100,TRUE,15,dairy_fr,560.43,2,0,       inject,TRUE,94,management_schedule_4.txt,7.84000386734078,1.07384947060393,0.596557367240979,7.893440125
33.33333,TRUE,15,dairy_fr,560.43,2,0,       inject,TRUE,95,management_schedule_4.txt,7.25031019462069,1.01709946351309,0.562018139572657,7.893440125
20,TRUE,15,dairy_fr,560.43,2,0,       inject,TRUE,96,management_schedule_4.txt,7.00128929527415,0.993386967881677,0.54711451899407,7.893440125
0,TRUE,1,26_13_00,1120.85,2,0,       inject,TRUE,97,management_schedule_4.txt,37.4359508876332,5.8502567481611,4.73112180916198,9.666816875
100,TRUE,1,26_13_00,1120.85,2,0,       inject,TRUE,98,management_schedule_4.txt,20.0108735532042,3.29680515305024,2.80848175066782,9.666816875
33.33333,TRUE,1,26_13_00,1120.85,2,0,       inject,TRUE,99,management_schedule_4.txt,18.6070185788499,3.14728175461017,2.68202561929626,9.666816875
20,TRUE,1,26_13_00,1120.85,2,0,       inject,TRUE,100,management_schedule_4.txt,18.0054955285242,3.08445477281855,2.62790725120392,9.666816875
0,TRUE,15,26_13_00,1120.85,2,0,       inject,TRUE,101,management_schedule_4.txt,37.3972110705812,5.86782406882678,4.75348026875586,9.6672655
100,TRUE,15,26_13_00,1120.85,2,0,       inject,TRUE,102,management_schedule_4.txt,19.998970187989,3.30541486520576,2.8190063987112,9.6672655
33.33333,TRUE,15,26_13_00,1120.85,2,0,       inject,TRUE,103,management_schedule_4.txt,18.5970694023911,3.15584643496958,2.69217425993389,9.6672655
20,TRUE,15,26_13_00,1120.85,2,0,       inject,TRUE,104,management_schedule_4.txt,17.9975354660349,3.0924809774574,2.63769707365429,9.6672655
0,TRUE,1,28_10_10,1120.85,2,0,       inject,TRUE,105,management_schedule_4.txt,39.4329656523074,5.00156645365178,3.88243151465266,9.666816875
100,TRUE,1,28_10_10,1120.85,2,0,       inject,TRUE,106,management_schedule_4.txt,21.108424346507,2.77264693789182,2.2843235355094,9.666816875
33.33333,TRUE,1,28_10_10,1120.85,2,0,       inject,TRUE,107,management_schedule_4.txt,19.6290962653171,2.64494254872833,2.17968641341442,9.666816875
20,TRUE,1,28_10_10,1120.85,2,0,       inject,TRUE,108,management_schedule_4.txt,18.9914737813608,2.59064451486631,2.13409699325168,9.666816875
0,TRUE,15,28_10_10,1120.85,2,0,       inject,TRUE,109,management_schedule_4.txt,39.4016493491778,5.01575225068523,3.9014084506143,9.6672655
100,TRUE,15,28_10_10,1120.85,2,0,       inject,TRUE,110,management_schedule_4.txt,21.0952799108161,2.77997489037216,2.29356642387759,9.6672655
33.33333,TRUE,15,28_10_10,1120.85,2,0,       inject,TRUE,111,management_schedule_4.txt,19.6178166452107,2.65159230294606,2.18792012791038,9.6672655
20,TRUE,15,28_10_10,1120.85,2,0,       inject,TRUE,112,management_schedule_4.txt,18.9833903219923,2.59737362523348,2.14258972143037,9.6672655
0,TRUE,1,dairy_fr,1120.85,2,0,       inject,TRUE,113,management_schedule_4.txt,16.9422197885808,2.45643654249867,1.37002166614156,8.461521375
100,TRUE,1,dairy_fr,1120.85,2,0,       inject,TRUE,114,management_schedule_4.txt,8.33387060812052,1.21679372596037,0.744832354778145,8.461521375
33.33333,TRUE,1,dairy_fr,1120.85,2,0,       inject,TRUE,115,management_schedule_4.txt,7.70140343981304,1.15387831016311,0.704026715566617,8.461521375
20,TRUE,1,dairy_fr,1120.85,2,0,       inject,TRUE,116,management_schedule_4.txt,7.43408267717401,1.12765852765951,0.686445348939223,8.461521375
0,TRUE,15,dairy_fr,1120.85,2,0,       inject,TRUE,117,management_schedule_4.txt,16.9360838558188,2.45902616360618,1.37813460750837,8.463100625
100,TRUE,15,dairy_fr,1120.85,2,0,       inject,TRUE,118,management_schedule_4.txt,8.33385334241773,1.21880796256138,0.748885303911808,8.463100625
33.33333,TRUE,15,dairy_fr,1120.85,2,0,       inject,TRUE,119,management_schedule_4.txt,7.70124694588905,1.15561640298272,0.707751639471019,8.463100625
20,TRUE,15,dairy_fr,1120.85,2,0,       inject,TRUE,120,management_schedule_4.txt,7.43347960924197,1.1294126766786,0.689994185459774,8.463100625
0,TRUE,1,26_13_00,0,5,0,       inject,TRUE,121,management_schedule_5.txt,15.078707959735,1.97329203814459,0.844241316166076,7.177725375
100,TRUE,1,26_13_00,0,5,0,       inject,TRUE,122,management_schedule_5.txt,7.37919958222543,0.918960323691584,0.426971386181152,7.177725375
33.33333,TRUE,1,26_13_00,0,5,0,       inject,TRUE,123,management_schedule_5.txt,6.82987676476698,0.86860320868735,0.39966596416903,7.177725375
20,TRUE,1,26_13_00,0,5,0,       inject,TRUE,124,management_schedule_5.txt,6.59922166440219,0.847875635162609,0.387844523121592,7.177725375
0,TRUE,15,26_13_00,0,5,0,       inject,TRUE,125,management_schedule_5.txt,15.0594890729994,1.9736100569629,0.850372811198605,7.180466125
100,TRUE,15,26_13_00,0,5,0,       inject,TRUE,126,management_schedule_5.txt,7.37363582920092,0.919951391738768,0.430027767102501,7.180466125
33.33333,TRUE,15,26_13_00,0,5,0,       inject,TRUE,127,management_schedule_5.txt,6.8231811833345,0.869468342093707,0.402450723364064,7.180466125
20,TRUE,15,26_13_00,0,5,0,       inject,TRUE,128,management_schedule_5.txt,6.59327208742832,0.848671770503032,0.390567301117418,7.180466125
0,TRUE,1,28_10_10,0,5,0,       inject,TRUE,129,management_schedule_5.txt,15.078707959735,1.97329203814459,0.844241316166076,7.177725375
100,TRUE,1,28_10_10,0,5,0,       inject,TRUE,130,management_schedule_5.txt,7.37919958222543,0.918960323691584,0.426971386181152,7.177725375
33.33333,TRUE,1,28_10_10,0,5,0,       inject,TRUE,131,management_schedule_5.txt,6.82987676476698,0.86860320868735,0.39966596416903,7.177725375
20,TRUE,1,28_10_10,0,5,0,       inject,TRUE,132,management_schedule_5.txt,6.59922166440219,0.847875635162609,0.387844523121592,7.177725375
0,TRUE,15,28_10_10,0,5,0,       inject,TRUE,133,management_schedule_5.txt,15.0594890729994,1.9736100569629,0.850372811198605,7.180466125
100,TRUE,15,28_10_10,0,5,0,       inject,TRUE,134,management_schedule_5.txt,7.37363582920092,0.919951391738768,0.430027767102501,7.180466125
33.33333,TRUE,15,28_10_10,0,5,0,       inject,TRUE,135,management_schedule_5.txt,6.8231811833345,0.869468342093707,0.402450723364064,7.180466125
20,TRUE,15,28_10_10,0,5,0,       inject,TRUE,136,management_schedule_5.txt,6.59327208742832,0.848671770503032,0.390567301117418,7.180466125
0,TRUE,1,dairy_fr,0,5,0,       inject,TRUE,137,management_schedule_5.txt,15.078707959735,1.97329203814459,0.844241316166076,7.177725375
100,TRUE,1,dairy_fr,0,5,0,       inject,TRUE,138,management_schedule_5.txt,7.37919958222543,0.918960323691584,0.426971386181152,7.177725375
33.33333,TRUE,1,dairy_fr,0,5,0,       inject,TRUE,139,management_schedule_5.txt,6.82987676476698,0.86860320868735,0.39966596416903,7.177725375
20,TRUE,1,dairy_fr,0,5,0,       inject,TRUE,140,management_schedule_5.txt,6.59922166440219,0.847875635162609,0.387844523121592,7.177725375
0,TRUE,15,dairy_fr,0,5,0,       inject,TRUE,141,management_schedule_5.txt,15.0594890729994,1.9736100569629,0.850372811198605,7.180466125
100,TRUE,15,dairy_fr,0,5,0,       inject,TRUE,142,management_schedule_5.txt,7.37363582920092,0.919951391738768,0.430027767102501,7.180466125
33.33333,TRUE,15,dairy_fr,0,5,0,       inject,TRUE,143,management_schedule_5.txt,6.8231811833345,0.869468342093707,0.402450723364064,7.180466125
20,TRUE,15,dairy_fr,0,5,0,       inject,TRUE,144,management_schedule_5.txt,6.59327208742832,0.848671770503032,0.390567301117418,7.180466125
0,TRUE,1,26_13_00,140.11,5,0,       inject,TRUE,145,management_schedule_5.txt,17.8130861144062,2.52205670023549,1.42995960900384,9.02559075
100,TRUE,1,26_13_00,140.11,5,0,       inject,TRUE,146,management_schedule_5.txt,8.72555555661178,1.25071532615322,0.772725107260053,9.02559075
33.33333,TRUE,1,26_13_00,140.11,5,0,       inject,TRUE,147,management_schedule_5.txt,8.04750562547832,1.18562548596569,0.729853673886651,9.02559075
20,TRUE,1,26_13_00,140.11,5,0,       inject,TRUE,148,management_schedule_5.txt,7.76133285406021,1.15862314931495,0.7113271563971,9.02559075
0,TRUE,15,26_13_00,140.11,5,0,       inject,TRUE,149,management_schedule_5.txt,17.7923653851274,2.52404055496799,1.43766929470256,9.027562625
100,TRUE,15,26_13_00,140.11,5,0,       inject,TRUE,150,management_schedule_5.txt,8.72003870012804,1.25252734357382,0.776512942909026,9.027562625
33.33333,TRUE,15,26_13_00,140.11,5,0,       inject,TRUE,151,management_schedule_5.txt,8.04348870091288,1.1872687916654,0.733397437415078,9.027562625
20,TRUE,15,26_13_00,140.11,5,0,       inject,TRUE,152,management_schedule_5.txt,7.75539326218667,1.15995147440088,0.714637836366598,9.027562625
0,TRUE,1,28_10_10,140.11,5,0,       inject,TRUE,153,management_schedule_5.txt,18.0624297815151,2.40972466686776,1.31805953539929,9.107214375
100,TRUE,1,28_10_10,140.11,5,0,       inject,TRUE,154,management_schedule_5.txt,8.8450380005485,1.18294775635076,0.70500173460852,9.107214375
33.33333,TRUE,1,28_10_10,140.11,5,0,       inject,TRUE,155,management_schedule_5.txt,8.15583089520838,1.12069573782611,0.664976363120213,9.107214375
20,TRUE,1,28_10_10,140.11,5,0,       inject,TRUE,156,management_schedule_5.txt,7.86430576675262,1.0949840400755,0.647756714229409,9.107214375
0,TRUE,15,28_10_10,140.11,5,0,       inject,TRUE,157,management_schedule_5.txt,18.0423860871381,2.4117287685656,1.32568868128046,9.10924975
100,TRUE,15,28_10_10,140.11,5,0,       inject,TRUE,158,management_schedule_5.txt,8.84163394840967,1.18452330178208,0.708586070602046,9.10924975
33.33333,TRUE,15,28_10_10,140.11,5,0,       inject,TRUE,159,management_schedule_5.txt,8.15222908195129,1.12215884898178,0.668319830833947,9.10924975
20,TRUE,15,28_10_10,140.11,5,0,       inject,TRUE,160,management_schedule_5.txt,7.86151875642273,1.09630640416259,0.650966084484884,9.10924975
0,TRUE,1,dairy_fr,140.11,5,0,       inject,TRUE,161,management_schedule_5.txt,15.2400979750902,2.04131120076764,0.920255181923686,7.372175
100,TRUE,1,dairy_fr,140.11,5,0,       inject,TRUE,162,management_schedule_5.txt,7.46548664889458,0.96253874871394,0.474152068107777,7.372175
33.33333,TRUE,1,dairy_fr,140.11,5,0,       inject,TRUE,163,management_schedule_5.txt,6.90761745018747,0.910484345061371,0.4449494012508,7.372175
20,TRUE,1,dairy_fr,140.11,5,0,       inject,TRUE,164,management_schedule_5.txt,6.67383198322273,0.889174067549816,0.432378807535417,7.372175
0,TRUE,15,dairy_fr,140.11,5,0,       inject,TRUE,165,management_schedule_5.txt,15.2230590941716,2.04300102717,0.92725521472217,7.374887125
100,TRUE,15,dairy_fr,140.11,5,0,       inject,TRUE,166,management_schedule_5.txt,7.45944001039212,0.963665897820107,0.477253137425932,7.374887125
33.33333,TRUE,15,dairy_fr,140.11,5,0,       inject,TRUE,167,management_schedule_5.txt,6.90207237314348,0.911419087508325,0.447813268543049,7.374887125
20,TRUE,15,dairy_fr,140.11,5,0,       inject,TRUE,168,management_schedule_5.txt,6.66867790953286,0.890007694967939,0.435164532719065,7.374887125
0,TRUE,1,26_13_00,280.21,5,0,       inject,TRUE,169,management_schedule_5.txt,21.3274273739672,3.06793963028546,1.95755505088136,9.599860125
100,TRUE,1,26_13_00,280.21,5,0,       inject,TRUE,170,management_schedule_5.txt,10.409506924418,1.57194178696888,1.08704821722387,9.599860125
33.33333,TRUE,1,26_13_00,280.21,5,0,       inject,TRUE,171,management_schedule_5.txt,9.57185472034463,1.49302946229405,1.03102218395414,9.599860125
20,TRUE,1,26_13_00,280.21,5,0,       inject,TRUE,172,management_schedule_5.txt,9.21491861708139,1.45958560929783,1.00621649351499,9.599860125
0,TRUE,15,26_13_00,280.21,5,0,       inject,TRUE,173,management_schedule_5.txt,21.3091766112805,3.07207412760965,1.96681065080968,9.60068875
100,TRUE,15,26_13_00,280.21,5,0,       inject,TRUE,174,management_schedule_5.txt,10.4090917267892,1.57476401050933,1.09180837842395,9.60068875
33.33333,TRUE,15,26_13_00,280.21,5,0,       inject,TRUE,175,management_schedule_5.txt,9.56994760595849,1.49434573834586,1.03396887505633,9.60068875
20,TRUE,15,26_13_00,280.21,5,0,       inject,TRUE,176,management_schedule_5.txt,9.2132148803363,1.46145915088669,1.0098430868504,9.60068875
0,TRUE,1,28_10_10,280.21,5,0,       inject,TRUE,177,management_schedule_5.txt,21.8269513009672,2.84226470091451,1.72969483636648,9.6244955
100,TRUE,1,28_10_10,280.21,5,0,       inject,TRUE,178,management_schedule_5.txt,10.6501883483467,1.4364204746701,0.950582439855423,9.6244955
33.33333,TRUE,1,28_10_10,280.21,5,0,       inject,TRUE,179,management_schedule_5.txt,9.78961629820746,1.36211594971549,0.899158228853936,9.6244955
20,TRUE,1,28_10_10,280.21,5,0,       inject,TRUE,180,management_schedule_5.txt,9.42292739300988,1.33180774752347,0.877547117556587,9.6244955
0,TRUE,15,28_10_10,280.21,5,0,       inject,TRUE,181,management_schedule_5.txt,21.8175961908275,2.84545634166162,1.73790694740944,9.625295625
100,TRUE,15,28_10_10,280.21,5,0,       inject,TRUE,182,management_schedule_5.txt,10.6500055736852,1.438158860161,0.954262527264476,9.625295625
33.33333,TRUE,15,28_10_10,280.21,5,0,       inject,TRUE,183,management_schedule_5.txt,9.78801977229585,1.36421430449071,0.902899472446419,9.625295625
