filter,tilling,tilling_date,NP_ratio,spring_fertilizer,spring_fertilizer_date,summer_fertilizer,fertilizer_injection,cover_crop,scenario,management_template,TN,TP,TDP,crop_yield
33.33333,TRUE,15,dairy_fr,280.21,2,0,       inject,TRUE,71,management_schedule_4.txt,2.492325149,0.291990835,0.090448812,2.014072875
20,TRUE,15,dairy_fr,280.21,2,0,       inject,TRUE,72,management_schedule_4.txt,2.434792912,0.286103844,0.088906723,2.014072875
0,TRUE,1,26_13_00,560.43,2,0,       inject,TRUE,73,management_schedule_4.txt,4.594657265,0.568077984,0.087939247,1.897417875
100,TRUE,1,26_13_00,560.43,2,0,       inject,TRUE,74,management_schedule_4.txt,2.575734146,0.262764046,0.048889751,1.897417875
33.33333,TRUE,1,26_13_00,560.43,2,0,       inject,TRUE,75,management_schedule_4.txt,2.417476042,0.247701373,0.046265575,1.897417875
20,TRUE,1,26_13_00,560.43,2,0,       inject,TRUE,76,management_schedule_4.txt,2.360631364,0.242228231,0.045176166,1.897417875
0,TRUE,15,26_13_00,560.43,2,0,       inject,TRUE,77,management_schedule_4.txt,4.59413353,0.56804792,0.0881967,1.89784175
100,TRUE,15,26_13_00,560.43,2,0,       inject,TRUE,78,management_schedule_4.txt,2.575272907,0.262786906,0.048970234,1.89784175
33.33333,TRUE,15,26_13_00,560.43,2,0,       inject,TRUE,79,management_schedule_4.txt,2.416883783,0.247697808,0.046337108,1.89784175
20,TRUE,15,26_13_00,560.43,2,0,       inject,TRUE,80,management_schedule_4.txt,2.360282414,0.242261525,0.04524124,1.89784175
0,TRUE,1,28_10_10,560.43,2,0,       inject,TRUE,81,management_schedule_4.txt,5.494175776,1.225220439,0.745716207,3.3620215
100,TRUE,1,28_10_10,560.43,2,0,       inject,TRUE,82,management_schedule_4.txt,3.471517014,0.752132791,0.538416155,3.3620215
33.33333,TRUE,1,28_10_10,560.43,2,0,       inject,TRUE,83,management_schedule_4.txt,3.313260255,0.72550772,0.524219942,3.3620215
20,TRUE,1,28_10_10,560.43,2,0,       inject,TRUE,84,management_schedule_4.txt,3.256210473,0.715378292,0.518412799,3.3620215
0,TRUE,15,28_10_10,560.43,2,0,       inject,TRUE,85,management_schedule_4.txt,5.492714354,1.225721337,0.746357125,3.3622595
100,TRUE,15,28_10_10,560.43,2,0,       inject,TRUE,86,management_schedule_4.txt,3.471455547,0.75231413,0.538663785,3.3622595
33.33333,TRUE,15,28_10_10,560.43,2,0,       inject,TRUE,87,management_schedule_4.txt,3.31298586,0.725669785,0.524442531,3.3622595
20,TRUE,15,28_10_10,560.43,2,0,       inject,TRUE,88,management_schedule_4.txt,3.256246828,0.715473946,0.518547021,3.3622595
0,TRUE,1,dairy_fr,560.43,2,0,       inject,TRUE,89,management_schedule_4.txt,4.774749103,0.683424466,0.202724531,2.12362075
100,TRUE,1,dairy_fr,560.43,2,0,       inject,TRUE,90,management_schedule_4.txt,2.726708868,0.346228291,0.131727707,2.12362075
33.33333,TRUE,1,dairy_fr,560.43,2,0,       inject,TRUE,91,management_schedule_4.txt,2.566191996,0.328941501,0.126907737,2.12362075
20,TRUE,1,dairy_fr,560.43,2,0,       inject,TRUE,92,management_schedule_4.txt,2.508593838,0.322596377,0.124925832,2.12362075
0,TRUE,15,dairy_fr,560.43,2,0,       inject,TRUE,93,management_schedule_4.txt,4.774284815,0.683351201,0.20296677,2.1240485
100,TRUE,15,dairy_fr,560.43,2,0,       inject,TRUE,94,management_schedule_4.txt,2.726293846,0.346263537,0.131833257,2.1240485
33.33333,TRUE,15,dairy_fr,560.43,2,0,       inject,TRUE,95,management_schedule_4.txt,2.565809097,0.328959831,0.126997098,2.1240485
20,TRUE,15,dairy_fr,560.43,2,0,       inject,TRUE,96,management_schedule_4.txt,2.508141684,0.322615922,0.124981182,2.1240485
0,TRUE,1,26_13_00,1120.85,2,0,       inject,TRUE,97,management_schedule_4.txt,4.594657265,0.568077984,0.087939247,1.897417875
100,TRUE,1,26_13_00,1120.85,2,0,       inject,TRUE,98,management_schedule_4.txt,2.575734146,0.262764046,0.048889751,1.897417875
33.33333,TRUE,1,26_13_00,1120.85,2,0,       inject,TRUE,99,management_schedule_4.txt,2.417476042,0.247701373,0.046265575,1.897417875
20,TRUE,1,26_13_00,1120.85,2,0,       inject,TRUE,100,management_schedule_4.txt,2.360631364,0.242228231,0.045176166,1.897417875
0,TRUE,15,26_13_00,1120.85,2,0,       inject,TRUE,101,management_schedule_4.txt,4.59413353,0.56804792,0.0881967,1.89784175
100,TRUE,15,26_13_00,1120.85,2,0,       inject,TRUE,102,management_schedule_4.txt,2.575272907,0.262786906,0.048970234,1.89784175
33.33333,TRUE,15,26_13_00,1120.85,2,0,       inject,TRUE,103,management_schedule_4.txt,2.416883783,0.247697808,0.046337108,1.89784175
20,TRUE,15,26_13_00,1120.85,2,0,       inject,TRUE,104,management_schedule_4.txt,2.360282414,0.242261525,0.04524124,1.89784175
0,TRUE,1,28_10_10,1120.85,2,0,       inject,TRUE,105,management_schedule_4.txt,6.405811977,1.861025348,1.38129984,4.03454075
100,TRUE,1,28_10_10,1120.85,2,0,       inject,TRUE,106,management_schedule_4.txt,4.378815288,1.228858131,1.0150829,4.03454075
33.33333,TRUE,1,28_10_10,1120.85,2,0,       inject,TRUE,107,management_schedule_4.txt,4.219861717,1.191281475,0.989972983,4.03454075
20,TRUE,1,28_10_10,1120.85,2,0,       inject,TRUE,108,management_schedule_4.txt,4.163190935,1.176719175,0.979732145,4.03454075
0,TRUE,15,28_10_10,1120.85,2,0,       inject,TRUE,109,management_schedule_4.txt,6.404932974,1.862627929,1.383161189,4.034697375
100,TRUE,15,28_10_10,1120.85,2,0,       inject,TRUE,110,management_schedule_4.txt,4.378287594,1.229110934,1.015434603,4.034697375
33.33333,TRUE,15,28_10_10,1120.85,2,0,       inject,TRUE,111,management_schedule_4.txt,4.219750299,1.19159318,0.99030567,4.034697375
20,TRUE,15,28_10_10,1120.85,2,0,       inject,TRUE,112,management_schedule_4.txt,4.162638502,1.17699155,0.980039439,4.034697375
0,TRUE,1,dairy_fr,1120.85,2,0,       inject,TRUE,113,management_schedule_4.txt,4.955607732,0.784184395,0.301616867,2.314922125
100,TRUE,1,dairy_fr,1120.85,2,0,       inject,TRUE,114,management_schedule_4.txt,2.87872227,0.419387276,0.203234682,2.314922125
33.33333,TRUE,1,dairy_fr,1120.85,2,0,       inject,TRUE,115,management_schedule_4.txt,2.716235625,0.40022398,0.196501291,2.314922125
20,TRUE,1,dairy_fr,1120.85,2,0,       inject,TRUE,116,management_schedule_4.txt,2.657473387,0.393126191,0.193766873,2.314922125
0,TRUE,15,dairy_fr,1120.85,2,0,       inject,TRUE,117,management_schedule_4.txt,4.954584558,0.784157884,0.30190034,2.315347125
100,TRUE,15,dairy_fr,1120.85,2,0,       inject,TRUE,118,management_schedule_4.txt,2.878674125,0.419432861,0.203329041,2.315347125
33.33333,TRUE,15,dairy_fr,1120.85,2,0,       inject,TRUE,119,management_schedule_4.txt,2.716153512,0.400296169,0.196651613,2.315347125
20,TRUE,15,dairy_fr,1120.85,2,0,       inject,TRUE,120,management_schedule_4.txt,2.657389513,0.393129467,0.193826535,2.315347125
0,TRUE,1,26_13_00,0,5,0,       inject,TRUE,121,management_schedule_5.txt,4.594657265,0.568077984,0.087939247,1.897417875
100,TRUE,1,26_13_00,0,5,0,       inject,TRUE,122,management_schedule_5.txt,2.575734146,0.262764046,0.048889751,1.897417875
33.33333,TRUE,1,26_13_00,0,5,0,       inject,TRUE,123,management_schedule_5.txt,2.417476042,0.247701373,0.046265575,1.897417875
20,TRUE,1,26_13_00,0,5,0,       inject,TRUE,124,management_schedule_5.txt,2.360631364,0.242228231,0.045176166,1.897417875
0,TRUE,15,26_13_00,0,5,0,       inject,TRUE,125,management_schedule_5.txt,4.59413353,0.56804792,0.0881967,1.89784175
100,TRUE,15,26_13_00,0,5,0,       inject,TRUE,126,management_schedule_5.txt,2.575272907,0.262786906,0.048970234,1.89784175
33.33333,TRUE,15,26_13_00,0,5,0,       inject,TRUE,127,management_schedule_5.txt,2.416883783,0.247697808,0.046337108,1.89784175
20,TRUE,15,26_13_00,0,5,0,       inject,TRUE,128,management_schedule_5.txt,2.360282414,0.242261525,0.04524124,1.89784175
0,TRUE,1,28_10_10,0,5,0,       inject,TRUE,129,management_schedule_5.txt,4.594657265,0.568077984,0.087939247,1.897417875
100,TRUE,1,28_10_10,0,5,0,       inject,TRUE,130,management_schedule_5.txt,2.575734146,0.262764046,0.048889751,1.897417875
33.33333,TRUE,1,28_10_10,0,5,0,       inject,TRUE,131,management_schedule_5.txt,2.417476042,0.247701373,0.046265575,1.897417875
20,TRUE,1,28_10_10,0,5,0,       inject,TRUE,132,management_schedule_5.txt,2.360631364,0.242228231,0.045176166,1.897417875
0,TRUE,15,28_10_10,0,5,0,       inject,TRUE,133,management_schedule_5.txt,4.59413353,0.56804792,0.0881967,1.89784175
100,TRUE,15,28_10_10,0,5,0,       inject,TRUE,134,management_schedule_5.txt,2.575272907,0.262786906,0.048970234,1.89784175
33.33333,TRUE,15,28_10_10,0,5,0,       inject,TRUE,135,management_schedule_5.txt,2.416883783,0.247697808,0.046337108,1.89784175
20,TRUE,15,28_10_10,0,5,0,       inject,TRUE,136,management_schedule_5.txt,2.360282414,0.242261525,0.04524124,1.89784175
0,TRUE,1,dairy_fr,0,5,0,       inject,TRUE,137,management_schedule_5.txt,4.594657265,0.568077984,0.087939247,1.897417875
100,TRUE,1,dairy_fr,0,5,0,       inject,TRUE,138,management_schedule_5.txt,2.575734146,0.262764046,0.048889751,1.897417875
33.33333,TRUE,1,dairy_fr,0,5,0,       inject,TRUE,139,management_schedule_5.txt,2.417476042,0.247701373,0.046265575,1.897417875
20,TRUE,1,dairy_fr,0,5,0,       inject,TRUE,140,management_schedule_5.txt,2.360631364,0.242228231,0.045176166,1.897417875
0,TRUE,15,dairy_fr,0,5,0,       inject,TRUE,141,management_schedule_5.txt,4.59413353,0.56804792,0.0881967,1.89784175
100,TRUE,15,dairy_fr,0,5,0,       inject,TRUE,142,management_schedule_5.txt,2.575272907,0.262786906,0.048970234,1.89784175
33.33333,TRUE,15,dairy_fr,0,5,0,       inject,TRUE,143,management_schedule_5.txt,2.416883783,0.247697808,0.046337108,1.89784175
20,TRUE,15,dairy_fr,0,5,0,       inject,TRUE,144,management_schedule_5.txt,2.360282414,0.242261525,0.04524124,1.89784175
0,TRUE,1,26_13_00,140.11,5,0,       inject,TRUE,145,management_schedule_5.txt,4.594657265,0.568077984,0.087939247,1.897417875
100,TRUE,1,26_13_00,140.11,5,0,       inject,TRUE,146,management_schedule_5.txt,2.575734146,0.262764046,0.048889751,1.897417875
33.33333,TRUE,1,26_13_00,140.11,5,0,       inject,TRUE,147,management_schedule_5.txt,2.417476042,0.247701373,0.046265575,1.897417875
20,TRUE,1,26_13_00,140.11,5,0,       inject,TRUE,148,management_schedule_5.txt,2.360631364,0.242228231,0.045176166,1.897417875
0,TRUE,15,26_13_00,140.11,5,0,       inject,TRUE,149,management_schedule_5.txt,4.59413353,0.56804792,0.0881967,1.89784175
100,TRUE,15,26_13_00,140.11,5,0,       inject,TRUE,150,management_schedule_5.txt,2.575272907,0.262786906,0.048970234,1.89784175
33.33333,TRUE,15,26_13_00,140.11,5,0,       inject,TRUE,151,management_schedule_5.txt,2.416883783,0.247697808,0.046337108,1.89784175
20,TRUE,15,26_13_00,140.11,5,0,       inject,TRUE,152,management_schedule_5.txt,2.360282414,0.242261525,0.04524124,1.89784175
0,TRUE,1,28_10_10,140.11,5,0,       inject,TRUE,153,management_schedule_5.txt,5.429574792,0.776310796,0.2966847,2.87046175
100,TRUE,1,28_10_10,140.11,5,0,       inject,TRUE,154,management_schedule_5.txt,3.213219012,0.411126432,0.197371073,2.87046175
33.33333,TRUE,1,28_10_10,140.11,5,0,       inject,TRUE,155,management_schedule_5.txt,3.036513977,0.391851637,0.190562505,2.87046175
20,TRUE,1,28_10_10,140.11,5,0,       inject,TRUE,156,management_schedule_5.txt,2.971846561,0.384714512,0.187749779,2.87046175
0,TRUE,15,28_10_10,140.11,5,0,       inject,TRUE,157,management_schedule_5.txt,5.428651779,0.776317868,0.296920634,2.870818625
100,TRUE,15,28_10_10,140.11,5,0,       inject,TRUE,158,management_schedule_5.txt,3.212552318,0.41108817,0.197438883,2.870818625
33.33333,TRUE,15,28_10_10,140.11,5,0,       inject,TRUE,159,management_schedule_5.txt,3.036394135,0.391884287,0.190613904,2.870818625
20,TRUE,15,28_10_10,140.11,5,0,       inject,TRUE,160,management_schedule_5.txt,2.971328828,0.384772421,0.18783036,2.870818625
0,TRUE,1,dairy_fr,140.11,5,0,       inject,TRUE,161,management_schedule_5.txt,4.652208824,0.603326849,0.123033092,1.970120625
100,TRUE,1,dairy_fr,140.11,5,0,       inject,TRUE,162,management_schedule_5.txt,2.620989211,0.289154392,0.075131134,1.970120625
33.33333,TRUE,1,dairy_fr,140.11,5,0,       inject,TRUE,163,management_schedule_5.txt,2.461750391,0.273480374,0.071904757,1.970120625
20,TRUE,1,dairy_fr,140.11,5,0,       inject,TRUE,164,management_schedule_5.txt,2.404523206,0.267763585,0.070569287,1.970120625
0,TRUE,15,dairy_fr,140.11,5,0,       inject,TRUE,165,management_schedule_5.txt,4.651501669,0.603206104,0.12321853,1.970549125
100,TRUE,15,dairy_fr,140.11,5,0,       inject,TRUE,166,management_schedule_5.txt,2.620684677,0.28917064,0.075214338,1.970549125
33.33333,TRUE,15,dairy_fr,140.11,5,0,       inject,TRUE,167,management_schedule_5.txt,2.461556925,0.273476384,0.071972838,1.970549125
20,TRUE,15,dairy_fr,140.11,5,0,       inject,TRUE,168,management_schedule_5.txt,2.404508614,0.267795612,0.07063342,1.970549125
0,TRUE,1,26_13_00,280.21,5,0,       inject,TRUE,169,management_schedule_5.txt,4.594657265,0.568077984,0.087939247,1.897417875
100,TRUE,1,26_13_00,280.21,5,0,       inject,TRUE,170,management_schedule_5.txt,2.575734146,0.262764046,0.048889751,1.897417875
33.33333,TRUE,1,26_13_00,280.21,5,0,       inject,TRUE,171,management_schedule_5.txt,2.417476042,0.247701373,0.046265575,1.897417875
20,TRUE,1,26_13_00,280.21,5,0,       inject,TRUE,172,management_schedule_5.txt,2.360631364,0.242228231,0.045176166,1.897417875
0,TRUE,15,26_13_00,280.21,5,0,       inject,TRUE,173,management_schedule_5.txt,4.59413353,0.56804792,0.0881967,1.89784175
100,TRUE,15,26_13_00,280.21,5,0,       inject,TRUE,174,management_schedule_5.txt,2.575272907,0.262786906,0.048970234,1.89784175
33.33333,TRUE,15,26_13_00,280.21,5,0,       inject,TRUE,175,management_schedule_5.txt,2.416883783,0.247697808,0.046337108,1.89784175
20,TRUE,15,26_13_00,280.21,5,0,       inject,TRUE,176,management_schedule_5.txt,2.360282414,0.242261525,0.04524124,1.89784175
0,TRUE,1,28_10_10,280.21,5,0,       inject,TRUE,177,management_schedule_5.txt,6.271728423,0.958710563,0.47919687,3.44720325
100,TRUE,1,28_10_10,280.21,5,0,       inject,TRUE,178,management_schedule_5.txt,3.854748388,0.545071331,0.331382624,3.44720325
33.33333,TRUE,1,28_10_10,280.21,5,0,       inject,TRUE,179,management_schedule_5.txt,3.659815165,0.522517995,0.321235538,3.44720325
20,TRUE,1,28_10_10,280.21,5,0,       inject,TRUE,180,management_schedule_5.txt,3.586961537,0.514037586,0.317076806,3.44720325
0,TRUE,15,28_10_10,280.21,5,0,       inject,TRUE,181,management_schedule_5.txt,6.270278635,0.958786809,0.479445262,3.44745025
100,TRUE,15,28_10_10,280.21,5,0,       inject,TRUE,182,management_schedule_5.txt,3.854318661,0.545144869,0.331500601,3.44745025
33.33333,TRUE,15,28_10_10,280.21,5,0,       inject,TRUE,183,management_schedule_5.txt,3.659438444,0.522512786,0.32130812,3.44745025
20,TRUE,15,28_10_10,280.21,5,0,       inject,TRUE,184,management_schedule_5.txt,3.586598697,0.514076247,0.317154629,3.44745025
0,TRUE,1,dairy_fr,280.21,5,0,       inject,TRUE,185,management_schedule_5.txt,4.706741364,0.634682805,0.153975141,2.04016425
100,TRUE,1,dairy_fr,280.21,5,0,       inject,TRUE,186,management_schedule_5.txt,2.665969472,0.311454682,0.097145661,2.04016425
33.33333,TRUE,1,dairy_fr,280.21,5,0,       inject,TRUE,187,management_schedule_5.txt,2.506086318,0.29515217,0.09328346,2.04016425
20,TRUE,1,dairy_fr,280.21,5,0,       inject,TRUE,188,management_schedule_5.txt,2.44841608,0.2892113,0.091694631,2.04016425
0,TRUE,15,dairy_fr,280.21,5,0,       inject,TRUE,189,management_schedule_5.txt,4.70641114,0.634579603,0.154166859,2.04061625
100,TRUE,15,dairy_fr,280.21,5,0,       inject,TRUE,190,management_schedule_5.txt,2.665949628,0.311466967,0.097204427,2.04061625
33.33333,TRUE,15,dairy_fr,280.21,5,0,       inject,TRUE,191,management_schedule_5.txt,2.505841362,0.295140395,0.093351175,2.04061625
20,TRUE,15,dairy_fr,280.21,5,0,       inject,TRUE,192,management_schedule_5.txt,2.448093148,0.289217346,0.091759141,2.04061625
0,TRUE,1,26_13_00,560.43,5,0,       inject,TRUE,193,management_schedule_5.txt,4.594657265,0.568077984,0.087939247,1.897417875
100,TRUE,1,26_13_00,560.43,5,0,       inject,TRUE,194,management_schedule_5.txt,2.575734146,0.262764046,0.048889751,1.897417875
33.33333,TRUE,1,26_13_00,560.43,5,0,       inject,TRUE,195,management_schedule_5.txt,2.417476042,0.247701373,0.046265575,1.897417875
20,TRUE,1,26_13_00,560.43,5,0,       inject,TRUE,196,management_schedule_5.txt,2.360631364,0.242228231,0.045176166,1.897417875
0,TRUE,15,26_13_00,560.43,5,0,       inject,TRUE,197,management_schedule_5.txt,4.59413353,0.56804792,0.0881967,1.89784175
100,TRUE,15,26_13_00,560.43,5,0,       inject,TRUE,198,management_schedule_5.txt,2.575272907,0.262786906,0.048970234,1.89784175
